state,city,facet,coefficient
FL,ponte-vedra-beach,under-300000,-0.04657830891099059
CA,modesto,under-300000,-0.016408172733175953
CA,richmond,under-300000,-0.02777777777777779
CA,rocklin,under-300000,0.0
NY,smithtown,under-300000,0.01853518601856023
FL,sun-city-center,under-300000,-0.033966750567896706
TX,fort-worth,under-300000,-0.015494729662413598
CA,sacramento,under-300000,-0.007976829715848696
NY,new-rochelle,under-300000,-0.030280291627880873
CA,morgan-hill,under-300000,
GA,macon,under-300000,-0.05403085617306003
TX,allen,under-300000,0.0032051282051281937
IL,yorkville,under-300000,-0.010637432091577784
TX,keller,under-300000,-0.012931034482758619
GA,roswell,under-300000,-0.0009434975721755366
CA,los-gatos,under-300000,
CA,el-dorado-hills,under-300000,
TX,garland,under-300000,-0.009220335935636446
CA,yuba-city,under-300000,-0.0403510169678798
CA,san-jose,under-300000,-0.036355399755505745
CA,concord,under-300000,0.006865748238608675
FL,hialeah,under-300000,-0.0223751197809812
CA,hayward,under-300000,-0.079017367549999
FL,st-johns,under-300000,-0.028905676561724325
FL,englewood,under-300000,-0.06106207491114711
NY,yorktown,under-300000,7.945574550877981e-05
IL,tinley-park,under-300000,-0.018377349518449226
GA,loganville,under-300000,-0.047710585863547976
CA,dublin,under-300000,0.0
FL,dade-city,under-300000,-0.04383702200143798
GA,buford,under-300000,-0.021691883253269744
IL,mount-prospect,under-300000,-0.02024545715905169
IL,mchenry,under-300000,-0.015403388174976572
FL,fort-lauderdale,under-300000,-0.029267767657160226
MO,st-louis,under-300000,-0.02583595254589574
TX,waxahachie,under-300000,-0.032791375329097185
IL,chicago,under-300000,-0.02289539637106865
CA,daly-city,under-300000,
CA,grass-valley,under-300000,-0.06316909744240118
GA,decatur,under-300000,-0.032857665293052306
FL,green-acres,under-300000,-0.025762698126334138
FL,boca-raton,under-300000,-0.051172423409115396
FL,windermere,under-300000,
IL,downers-grove,under-300000,-0.005487132848012895
IL,aurora,under-300000,0.0008948459897960402
FL,brooksville,under-300000,-0.04448549019247265
FL,winter-springs,under-300000,-0.03492688070281095
FL,port-charlotte,under-300000,-0.04638592600165698
CA,santa-cruz,under-300000,-0.03144252772399225
FL,west-palm-beach,under-300000,-0.03565855971460839
FL,coral-springs,under-300000,-0.01168124788790941
FL,ocala,under-300000,-0.021493206385355325
NY,great-neck,under-300000,-0.03478600285636235
CA,brentwood,under-300000,
FL,palm-coast,under-300000,-0.035816173344744594
CA,lakeside,under-300000,-0.030115126587825974
FL,sarasota,under-300000,-0.04076169739920207
FL,venice,under-300000,-0.037155815933937034
GA,duluth,under-300000,-0.027967790691495662
IL,northbrook,under-300000,0.0015159500032044433
FL,gainesville,under-300000,-0.02791192949551546
GA,canton,under-300000,-0.04089139616574232
FL,bradenton,under-300000,-0.03446994924764008
CA,cupertino,under-300000,
FL,lake-mary,under-300000,-0.023643595100136854
MO,st-charles,under-300000,0.0008159622991981898
CA,campbell,under-300000,0.03367789263087695
FL,aventura,cheap,-0.0401927419302221
GA,dallas,cheap,-0.01855937888388138
FL,saint-cloud,cheap,-0.01737940074119673
TX,magnolia,cheap,
GA,cumming,cheap,-0.030633767616640096
FL,parrish,cheap,-0.022580530910068543
FL,tamarac,cheap,-0.025305949248713374
TX,kyle,cheap,
TX,liberty-hill,cheap,
FL,doral,cheap,-0.054438678394416726
TX,converse,cheap,
FL,poinciana,cheap,-0.011602797271777808
TX,cleveland,cheap,
TX,pflugerville,cheap,
GA,griffin,cheap,-0.041837752059258874
TX,fulshear,cheap,
TX,tomball,cheap,
TX,rosharon,cheap,
FL,orange-park,cheap,-0.03552026521143898
FL,coconut-creek,cheap,-0.02507329096745517
TX,bastrop,cheap,
GA,monroe,cheap,-0.024345437324062733
FL,margate,cheap,-0.018062515302572062
TX,royse-city,cheap,-0.019360758620235
GA,villa-rica,cheap,-0.018225219780115758
TX,midlothian,cheap,-0.01689034325603644
TX,cibolo,cheap,
GA,jonesboro,cheap,-0.0156728579233839
FL,north-miami,cheap,-0.05066365744224288
FL,summerfield,cheap,-0.027947869583537007
TX,porter,cheap,
FL,green-cove-springs,cheap,-0.01829237283334693
GA,fairburn,cheap,-0.004937954262931554
FL,middleburg,cheap,-0.03420467118184461
TX,little-elm,cheap,-0.027737530195913847
TX,celina,cheap,
GA,grovetown,cheap,-0.002171136605278763
FL,weston,cheap,-0.03429431270735879
TX,hutto,cheap,
FL,palm-harbor,cheap,-0.028408520333541847
FL,labelle,cheap,-0.020542839988462312
FL,apollo-beach,cheap,-0.024400110226881964
TX,springtown,cheap,-0.014435786701819234
TX,manor,cheap,
FL,land-o-lakes,cheap,-0.017371030995620308
TX,buda,cheap,
FL,royal-palm-beach,cheap,-0.026115185490592434
GA,hoschton,cheap,-0.012510340106803956
TX,burleson,cheap,-0.018146550348174362
TX,schertz,cheap,
TX,league-city,cheap,
TX,bulverde,cheap,
TX,aubrey,cheap,-0.013386965112528565
FL,miami-gardens,cheap,-0.03329489367020772
FL,parkland,cheap,
FL,riviera-beach,cheap,-0.04799776516741381
FL,oakland-park,cheap,-0.030436681210743936
FL,lauderdale-lakes,cheap,-0.03503302133252001
FL,apopka,cheap,-0.02221093252685241
GA,jefferson,cheap,-0.022747861610057117
TX,dayton,cheap,
TX,melissa,cheap,0.05941139297643763
TX,lago-vista,cheap,
TX,manvel,cheap,
FL,port-richey,cheap,-0.03268764489962946
TX,copperas-cove,cheap,-0.05291005291005291
GA,lilburn,cheap,-0.020119571947428673
GA,senoia,cheap,-0.02353664152194872
TX,rosenberg,cheap,
TX,dripping-springs,cheap,
FL,north-palm-beach,cheap,-0.058702778836705855
FL,sanibel,cheap,
TX,mabank,cheap,-0.033308178589828666
GA,greensboro,cheap,-0.045484958420358636
TX,hockley,cheap,
TX,godley,cheap,-0.008666897715536925
GA,suwanee,cheap,-0.005379425511110214
FL,ruskin,cheap,-0.025812939340101055
FL,longboat-key,cheap,-0.05503057254030019
FL,auburndale,cheap,-0.033175090710953876
FL,nokomis,cheap,-0.03873207706116785
FL,lutz,cheap,-0.027176703989101006
TX,angleton,cheap,
FL,yulee,cheap,-0.027747740077512746
GA,flowery-branch,cheap,-0.016684017781428435
TX,azle,cheap,-0.014165242710059235
GA,evans,cheap,-0.004813371483230823
GA,auburn,cheap,-0.010755625893900408
FL,jensen-beach,cheap,-0.042432530714338695
FL,weeki-wachee,cheap,-0.05644310681386772
TX,lakeway,cheap,
TX,wylie,cheap,-0.01777130455803295
FL,lake-wales,cheap,-0.04634152397154309
GA,eatonton,cheap,-0.047657799672522795
TX,spicewood,cheap,
FL,palm-city,cheap,-0.01520450200960431
FL,wildwood,cheap,-0.026901573439635104
TX,rowlett,cheap,-0.00914862337438419
FL,dania-beach,cheap,-0.04926317141938938
GA,austell,cheap,-0.07132478098217762
GA,cleveland,cheap,-0.04694554347517642
TX,alvin,cheap,
FL,san-antonio,cheap,-0.0036303969576670482
TX,jarrell,cheap,
TX,elgin,cheap,
TX,crosby,cheap,
GA,jasper,cheap,-0.026421377795514397
FL,pinellas-park,cheap,-0.025736574915353194
TX,aledo,cheap,-0.027272727272727282
FL,tavares,cheap,-0.02620731182458589
FL,hobe-sound,cheap,-0.04060675295815337
TX,heartland,cheap,-0.02539596409313124
GA,st-marys,cheap,-0.011943124223992624
GA,braselton,cheap,-0.03399833525037142
GA,ellenwood,cheap,-0.01310004627323915
GA,south-fulton,cheap,-0.0038846916183568046
FL,lighthouse-point,cheap,-0.04365008068043664
GA,statham,cheap,0.0010837887240905176
TX,argyle,cheap,-0.01596072684729788
TX,la-porte,cheap,
FL,pinecrest,cheap,0.0444444444444444
GA,kingsland,cheap,-0.005480947422835466
FL,odessa,cheap,-0.059997382878751296
GA,perry,cheap,0.00018147064546453825
GA,east-point,cheap,-0.023544753813115906
TX,trinity,cheap,0.0
TX,la-vernia,cheap,
TX,dickinson,cheap,
TX,splendora,cheap,
TX,corsicana,cheap,-0.029296320365902177
GA,temple,cheap,-0.030229351530781566
FL,palmetto-bay,cheap,0.00012570710245128427
FL,rotonda-west,cheap,-0.0033306705852641574
GA,bonaire,cheap,-0.0021239564526882083
TX,decatur,cheap,-0.041886135558463246
GA,thomaston,cheap,-0.05808200834806154
GA,hartwell,cheap,-0.011109607119786905
GA,forsyth,cheap,-0.020639527298913597
TX,horseshoe-bay,cheap,
TX,the-colony,cheap,-0.005923228235051651
TX,fresno,cheap,
GA,calhoun,cheap,-0.02179456413159373
FL,holmes-beach,cheap,
TX,fate,cheap,-0.013863086543818248
TX,la-marque,cheap,
FL,wilton-manors,cheap,-0.021730423275681764
GA,commerce,cheap,-0.012233536120709276
TX,von-ormy,cheap,
TX,iowa-colony,cheap,
TX,alvarado,cheap,-0.021320613709621395
GA,grayson,cheap,0.003446415925837243
FL,eustis,cheap,-0.03009740074415251
TX,sanger,cheap,-0.0026070059276732064
FL,lauderdale-by-the-sea,cheap,-0.0758592160031084
TX,mineral-wells,cheap,-0.032121405051662916
FL,belleview,cheap,-0.01084697699013174
TX,blanco,cheap,
FL,bay-harbor-islands,cheap,-0.01780079138434405
TX,van-alstyne,cheap,-0.03236121763122795
FL,highland-beach,cheap,
TX,friendswood,cheap,
FL,ocklawaha,cheap,-0.03974095569323346
GA,madison,cheap,-0.04576270299146771
GA,rockmart,cheap,-0.03120994096402695
TX,bandera,cheap,
FL,bartow,cheap,-0.020981473929234804
GA,ball-ground,cheap,-0.02278201325103717
TX,stephenville,cheap,-0.019589550075743145
FL,north-lauderdale,cheap,-0.01578511384239063
FL,ave-maria,cheap,0.0
TX,floresville,cheap,
FL,surfside,cheap,-0.08307692307692305
TX,haslet,cheap,-0.01465744481389919
FL,lantana,cheap,-0.036923660552391775
GA,hiram,cheap,-0.01669550938976152
FL,palm-springs,cheap,-0.02547733000278272
GA,norcross,cheap,-0.0161656794126893
TX,desoto,cheap,-0.020754046226681727
TX,rhome,cheap,-0.004499505170482829
GA,college-park,cheap,-0.013993941027095003
TX,whitney,cheap,-0.02467244917832736
TX,lancaster,cheap,-0.020569418858424164
FL,st-pete-beach,cheap,-0.023974374809179078
GA,clayton,cheap,-0.05496536258833298
FL,altamonte-springs,cheap,-0.020827714007305764
FL,arcadia,cheap,-0.06647715302364963
TX,wimberley,cheap,
GA,kathleen,cheap,0.008093525669064447
TX,ennis,cheap,-0.01477171550504295
TX,northlake,cheap,
GA,monticello,cheap,-0.01946578670295152
TX,mont-belvieu,cheap,
TX,kingwood,cheap,
GA,adairsville,cheap,-0.014358869566750924
FL,lady-lake,cheap,-0.032290397861859256
TX,brownwood,cheap,-0.03172372985763511
TX,west-columbia,cheap,
TX,caddo-mills,cheap,-0.011416879226464815
FL,port-orange,cheap,-0.028916317917448343
FL,treasure-island,cheap,-0.04138132399001965
FL,south-palm-beach,cheap,-0.043477402368761596
FL,juno-beach,cheap,-0.08863715123699406
GA,clarkesville,cheap,-0.0545167886220876
FL,tequesta,cheap,-0.06060678905093444
FL,newberry,cheap,-0.029951506767324318
TX,heath,cheap,
FL,keystone-heights,cheap,-0.06423903651436579
FL,miami-lakes,cheap,-0.013985129211555971
GA,forest-park,cheap,-0.02001302129197774
GA,sharpsburg,cheap,-0.03503180293228033
TX,cedar-hill,cheap,-0.023779611924832363
FL,palatka,cheap,-0.04893120702062539
GA,morrow,cheap,-0.028919227938377777
FL,miami-shores,cheap,0.0
GA,bethlehem,cheap,-0.009030803375332472
TX,lindale,cheap,-0.007599113361765775
GA,sugar-hill,cheap,-0.020085687615245134
TX,bonham,cheap,-0.03448363748713544
FL,fleming-island,cheap,-0.033068402835845605
TX,kaufman,cheap,-0.019888043216297425
TX,southlake,cheap,
FL,anna-maria,cheap,
TX,gainesville,cheap,-0.022690830371972597
TX,pottsboro,cheap,-0.020162047479984374
FL,gibsonton,cheap,-0.01776652466196564
TX,sealy,cheap,0.0
TX,boyd,cheap,-0.05176256811483578
FL,the-acreage,cheap,0.0
FL,mulberry,cheap,-0.03554090801480604
GA,milton,cheap,-0.0722856280193237
GA,union-city,cheap,-0.02289854454678752
FL,clewiston,cheap,-0.08719234267808625
FL,oviedo,cheap,-0.049302868999964625
FL,florida-city,cheap,-0.014031366205313686
GA,johns-creek,cheap,0.007462686567164201
TX,joshua,cheap,-0.0290602082996358
FL,titusville,cheap,-0.019240599672289638
FL,osprey,cheap,-0.0474809951351538
TX,pilot-point,cheap,-0.005491609537561855
TX,athens,cheap,-0.019138874342607814
TX,sulphur-springs,cheap,-0.027549713533604508
FL,hypoluxo,cheap,-0.0398250624895354
GA,bremen,cheap,-0.04331839301562642
GA,toccoa,cheap,-0.03396119113927142
GA,rex,cheap,-0.015167267343671256
FL,cooper-city,cheap,0.028916102798691168
TX,bryan,cheap,0.0
GA,dunwoody,cheap,-0.005586089056878282
TX,justin,cheap,0.0
FL,citrus-springs,cheap,-0.02110009236377178
FL,madeira-beach,cheap,
TX,quinlan,cheap,-0.013389203224669084
TX,wills-point,cheap,-0.03571646616439479
FL,bunnell,cheap,-0.03056173896815886
FL,ellenton,cheap,-0.08208972084171637
FL,alva,cheap,-0.034274260982119706
FL,gulfport,cheap,-0.03489895351358521
TX,lavon,cheap,-0.00811165242040716
FL,southwest-ranches,cheap,
FL,polk-city,cheap,-0.02719164535852076
GA,cedartown,cheap,-2.5904456950294936e-05
FL,lake-worth,cheap,-0.03672215506128635
FL,south-pasadena,cheap,-0.05946359887620637
FL,hastings,cheap,-0.0320214991260453
FL,frostproof,cheap,-0.04851727840941989
TX,sachse,cheap,-0.018874974735678715
FL,beverly-hills,cheap,-0.013419836417281119
TX,red-oak,cheap,-0.01271428937085449
FL,orange-city,cheap,-0.03415661855067343
GA,winston,cheap,-0.035440015272860635
GA,cornelia,cheap,-0.014618616717151665
GA,lithia-springs,cheap,-0.01975614066219846
GA,watkinsville,cheap,-0.04813413407270489
TX,bertram,cheap,
TX,crandall,cheap,-0.015682472937880273
GA,oxford,cheap,-0.01864048445930305
TX,canton,cheap,-0.019435042545418613
GA,byron,cheap,-0.012323261354547635
FL,macclenny,cheap,-0.02248214114433115
TX,marble-falls,cheap,
TX,ferris,cheap,-0.005789422882476303
TX,oak-point,cheap,-0.03844777193559429
TX,kempner,cheap,
FL,ocean-ridge,cheap,-0.07272727272727275
FL,alachua,cheap,-0.02154912061801216
TX,corinth,cheap,-0.006338213955942489
GA,oakwood,cheap,-0.01408999162846843
TX,ponder,cheap,-0.007267343313532078
TX,seagoville,cheap,-0.01591480377337921
FL,seffner,cheap,-0.014383583824822568
TX,farmers-branch,cheap,-0.011584109124802167
TX,saginaw,cheap,-0.016491940231925198
GA,stonecrest,cheap,-0.009588151928184956
GA,waleska,cheap,-0.008811896429954558
TX,colleyville,cheap,-0.045318278266141265
GA,barnesville,cheap,-0.017200585086419768
FL,lake-park,cheap,-0.026905462154345174
FL,williston,cheap,-0.061101671772144386
FL,edgewater,cheap,-0.05822756392041341
GA,lavonia,cheap,-0.05183145304582182
FL,ocoee,cheap,-0.03279219824960187
TX,glenn-heights,cheap,-0.015264103432902439
FL,lake-alfred,cheap,-0.02393580078017378
TX,comanche,cheap,-0.016761946182580072
FL,hillsboro-beach,cheap,-0.05818059767716374
FL,crescent-city,cheap,-0.09373715428046105
FL,maitland,cheap,-0.02386049948655564
FL,interlachen,cheap,-0.08768803891113792
FL,bokeelia,cheap,-0.12932148486895667
FL,atlantic-beach,cheap,-0.023786679807386062
FL,st-james-city,cheap,-0.07394848927492668
TX,farmersville,cheap,-0.03189934536760539
FL,oldsmar,cheap,-0.028039927002999003
TX,krum,cheap,-0.04188878953727217
TX,benbrook,cheap,-0.01713737610780006
GA,grantville,cheap,-0.013076153609806422
TX,kingsland,cheap,-0.47478991596638653
TX,venus,cheap,-0.022795274522863014
TX,paradise,cheap,-0.050665701712479305
FL,bradenton-beach,cheap,
FL,starke,cheap,-0.05734444019289093
GA,lula,cheap,-0.0010004926791888997
GA,social-circle,cheap,-0.030595017817875617
FL,temple-terrace,cheap,-0.023667536786110763
TX,glen-rose,cheap,-0.03260869565217392
GA,elberton,cheap,-0.05319343940841437
GA,williamson,cheap,-0.005882274818368144
GA,morganton,cheap,-0.020612738148283166
TX,kemp,cheap,-0.019762531210987786
TX,haltom-city,cheap,-0.009698214929465716
TX,providence-village,cheap,-0.03291227675312477
TX,hillsboro,cheap,-0.02495202852036353
FL,high-springs,cheap,-0.0342045775114918
FL,cocoa,cheap,-0.04459849647344637
FL,safety-harbor,cheap,-0.014404520739097574
GA,royston,cheap,-0.020748456570092666
TX,duncanville,cheap,-0.016487020501053152
FL,satsuma,cheap,-0.07519355679650228
FL,fruitland-park,cheap,-0.053698724615160835
GA,danielsville,cheap,-0.015147614426614808
TX,lampasas,cheap,-0.04999999999999999
FL,indian-rocks-beach,cheap,
TX,mclendon-chisholm,cheap,
TX,mount-pleasant,cheap,-0.042860719834531796
TX,reno,cheap,-0.013807083816234791
TX,tuscola,cheap,-0.017906641162455123
FL,belleair,cheap,-0.04297872340425535
TX,bowie,cheap,-0.02865535974285351
FL,montverde,cheap,-0.003193429916801081
TX,grapevine,cheap,-0.005882352941176472
TX,ovilla,cheap,-0.018027762754642167
FL,champions-gate,cheap,-0.06731161820078935
GA,summerville,cheap,-0.031371571942236845
FL,umatilla,cheap,-0.05824270323506197
GA,chattahoochee-hills,cheap,0.0
FL,hawthorne,cheap,-0.03924811540507787
FL,callahan,cheap,-0.03487861304922692
TX,lucas,cheap,
FL,howey-in-the-hills,cheap,-0.043045059534863234
GA,milner,cheap,-0.011607031752118397
GA,maysville,cheap,-0.04154915667273283
GA,eastman,cheap,-0.0511591162018326
GA,thomson,cheap,-0.04587919860843634
GA,chamblee,cheap,-0.0313714643298297
TX,white-settlement,cheap,-0.013512887814363661
FL,casselberry,cheap,-0.014029370712462868
FL,hernando,cheap,-0.059647539520323735
FL,minneola,cheap,-0.04272287601665414
GA,palmetto,cheap,-0.009878528088153213
GA,hull,cheap,-0.02472616497732527
GA,talking-rock,cheap,-0.03882300390605011
TX,coppell,cheap,0.0
FL,hilliard,cheap,-0.0741275812658359
TX,watauga,cheap,-0.01382745824146242
TX,whitesboro,cheap,-0.0071579786354944094
TX,dublin,cheap,-0.03851489754764358
TX,nevada,cheap,-0.028793436195903688
FL,bushnell,cheap,-0.029682103883610256
FL,lake-panasoffkee,cheap,-0.02111540574934932
GA,bowdon,cheap,-0.04377224738968526
TX,tolar,cheap,-0.018499940989023966
GA,bogart,cheap,-0.04519117886156073
TX,new-fairview,cheap,-0.03911153286811479
GA,hogansville,cheap,0.0032845223542413643
GA,martinez,cheap,-0.016842446353193975
TX,lipan,cheap,-0.02985074626865669
TX,valley-view,cheap,-0.012820512820512811
FL,west-park,cheap,0.02171584439927296
FL,hernando-beach,cheap,
FL,fort-meade,cheap,-0.04960694311356861
CA,oceanside,cheap,-0.04124587368039166
GA,lagrange,cheap,-0.006971933568070073
IL,oak-park,cheap,-0.039769544816532255
NY,orangetown,cheap,0.05945844096261847
IL,skokie,cheap,-0.0236091535512143
FL,zephyrhills,cheap,-0.027148032757675265
GA,atlanta,cheap,-0.02577233073919268
MO,st-peters,cheap,0.005320407107628353
NY,forest-hills,cheap,-0.032223977755031
GA,statesboro,cheap,-0.0268598451941702
FL,lakewood-ranch,cheap,-0.033361848507479586
CA,san-carlos,cheap,
FL,st-petersburg,cheap,-0.03951428237310084
CA,aptos,cheap,0.0
TX,anna,cheap,-0.016713082153837263
FL,plant-city,cheap,-0.031388335063247036
IL,plainfield,cheap,-0.009106349113687916
CA,san-bruno,cheap,
TX,mesquite,cheap,-0.014022500994885221
IL,crystal-lake,cheap,-0.015682297530392433
CA,san-diego,cheap,0.010727323714909986
FL,debary,cheap,-0.023799938042615505
FL,hollywood,cheap,-0.036605836804333165
NY,bayside,cheap,-0.032124262126523556
CA,antelope,cheap,-0.0028181362101749596
CA,palo-alto,cheap,
CA,roseville,cheap,-0.01979050356006383
CA,danville,cheap,
TX,north-richland-hills,cheap,-0.01714025800582871
FL,new-port-richey,cheap,-0.03749586948037365
FL,miramar,cheap,-0.017905622318341426
GA,douglasville,cheap,-0.018430502124478658
LA,shreveport,cheap,-0.02624053550096388
CA,carlsbad,cheap,-0.03550222103168471
FL,winter-park,cheap,-0.031826525849219314
FL,riverview,cheap,-0.01481310359875145
GA,covington,cheap,-0.026195866538658106
GA,peachtree-corners,cheap,0.005237241174117936
GA,acworth,cheap,-0.02429885418570199
GA,brookhaven,cheap,-0.006533011698047893
CA,folsom,cheap,
TX,hurst,cheap,-0.01343059226211896
TX,greenville,cheap,-0.01595507415151058
FL,mount-dora,cheap,-0.037987942066783034
NY,flushing,cheap,-0.036931914039396906
MO,wentzville,cheap,-0.017389762355063815
TX,terrell,cheap,-0.013776540130141842
FL,dunnellon,cheap,-0.02511690351843816
FL,sunrise,cheap,-0.024744252872489197
FL,port-saint-lucie,cheap,-0.028522923488668455
GA,dacula,cheap,-0.021575614507146026
FL,holiday,cheap,-0.030034273872977264
CA,san-leandro,cheap,-0.08571428571428574
GA,sandy-springs,cheap,-0.0225595044738869
FL,the-villages,cheap,-0.033194737965013384
FL,lake-worth-beach,cheap,-0.047443882519935206
GA,augusta,cheap,-0.018201188586950644
GA,jackson,cheap,-0.015295235217943003
FL,valrico,cheap,-0.03013332765669696
FL,miami,cheap,-0.03496124008437852
FL,orlando,cheap,-0.030042502702203603
FL,wesley-chapel,cheap,-0.013329560791917683
CA,santee,cheap,-0.026089688265682254
GA,marietta,cheap,-0.022884588620677885
FL,lithia,cheap,-0.038387616086010226
FL,largo,cheap,-0.027561619662665057
TX,rockwall,cheap,-0.021663915862787344
CA,escondido,cheap,-0.02697456096153032
NY,greenburgh,cheap,-0.01731201695915804
CA,antioch,cheap,0.01836380401291195
GA,fayetteville,cheap,-0.026650067836874358
GA,gainesville,cheap,-0.02880665635898086
GA,carrollton,cheap,-0.03347289354197482
CA,turlock,cheap,-0.01183654700467141
FL,lakeland,cheap,-0.02403995780541573
CA,los-angeles,cheap,-0.050007009392586066
FL,cutler-bay,cheap,-0.013161496137237943
GA,cartersville,cheap,-0.024537436884915078
FL,estero,cheap,-0.025836830963360945
TX,cleburne,cheap,-0.0212436324819316
GA,winder,cheap,-0.026061352914369472
CA,pacifica,cheap,
TX,sherman,cheap,-0.018019988979375623
FL,tarpon-springs,cheap,-0.02328508304994407
FL,miami-beach,cheap,-0.04037463645015664
CA,santa-clara,cheap,
FL,longwood,cheap,-0.032315432109048796
FL,wimauma,cheap,-0.005432998854931599
FL,vero-beach,cheap,-0.02556471216649575
GA,riverdale,cheap,-0.00982257741019502
TX,bedford,cheap,-0.00891943426294927
IL,oak-lawn,cheap,-0.028685850756162676
IL,bolingbrook,cheap,-0.012988678560267353
CA,watsonville,cheap,0.002865329512893977
LA,bossier-city,cheap,-0.008662689877832514
FL,coral-gables,cheap,-0.03554788177540112
CA,lodi,cheap,-0.011714669501715007
TX,crowley,cheap,-0.017177248236362474
FL,winter-haven,cheap,-0.016914170874161295
GA,hampton,cheap,-0.014612737397786561
CA,oakland,cheap,0.06745357145251522
FL,lehigh-acres,cheap,-0.014065970245052616
FL,seminole,cheap,-0.0353005385040489
GA,mableton,cheap,-0.0020774835007539402
FL,north-miami-beach,cheap,-0.04444318230327644
TX,forney,cheap,-0.021849238771552464
FL,davenport,cheap,-0.02285792804872182
FL,groveland,cheap,-0.020781807924546057
IL,wheaton,cheap,-0.025691201232348804
CA,san-marcos,cheap,-0.050442474576034034
TX,flower-mound,cheap,-0.021049357153550195
GA,stone-mountain,cheap,-0.032200131143837324
FL,davie,cheap,-0.027083774806597998
TX,grand-prairie,cheap,-0.009420347752545308
FL,palmetto,cheap,-0.026019355475128056
FL,marco-island,cheap,-0.04813634173327738
FL,bonita-springs,cheap,-0.020410633249151367
GA,powder-springs,cheap,-0.019762320828785665
FL,lauderhill,cheap,-0.03274479961226345
CA,lincoln,cheap,
GA,locust-grove,cheap,-0.022876161507388915
NY,newburgh,cheap,-0.0004736403007512514
TX,dallas,cheap,-0.015730475433188597
CA,menlo-park,cheap,
GA,hephzibah,cheap,-0.000790301853399527
FL,haines-city,cheap,-0.01839382119384738
FL,tampa,cheap,-0.035033767825641125
NY,yonkers,cheap,-0.028507894010153922
TX,denison,cheap,-0.017173516950839924
FL,brandon,cheap,-0.025260028786028108
FL,okeechobee,cheap,-0.07306720838515825
TX,irving,cheap,-0.015634018411736193
TX,richardson,cheap,-0.0009086189198767025
FL,ponte-vedra-beach,cheap,-0.043092702062364534
CA,modesto,cheap,-0.008626161144953013
CA,richmond,cheap,-0.02777777777777779
CA,rocklin,cheap,0.0
NY,smithtown,cheap,0.01390138951392017
FL,sun-city-center,cheap,-0.030222286688534602
TX,fort-worth,cheap,-0.01696444535565755
CA,sacramento,cheap,-0.009765741766128933
NY,new-rochelle,cheap,-0.03067104370406887
CA,morgan-hill,cheap,
GA,macon,cheap,-0.05150355022068995
TX,allen,cheap,-0.008907728212209772
IL,yorkville,cheap,-0.01126157389121054
TX,keller,cheap,-0.01739192478834306
GA,roswell,cheap,-0.001556335914309154
CA,los-gatos,cheap,
CA,el-dorado-hills,cheap,
TX,garland,cheap,-0.010841692398450948
CA,yuba-city,cheap,-0.03226834488726208
CA,san-jose,cheap,-0.03090836353331591
CA,concord,cheap,-0.00505914575463496
FL,hialeah,cheap,-0.02365563258093683
CA,hayward,cheap,-0.06853597833467658
FL,st-johns,cheap,-0.02789517566066168
FL,englewood,cheap,-0.05584458671863947
NY,yorktown,cheap,-0.015052161894566981
IL,tinley-park,cheap,-0.01920066412505163
GA,loganville,cheap,-0.030376553446303644
CA,dublin,cheap,0.0
FL,dade-city,cheap,-0.032040222780068316
GA,buford,cheap,-0.023603024820649278
IL,mount-prospect,cheap,-0.02164371842546441
IL,mchenry,cheap,-0.018197589192784035
FL,fort-lauderdale,cheap,-0.03834297425861384
MO,st-louis,cheap,-0.0239895079780993
TX,waxahachie,cheap,-0.030039932523310435
IL,chicago,cheap,-0.021268659426183303
CA,daly-city,cheap,
CA,grass-valley,cheap,-0.011921421857412002
GA,decatur,cheap,-0.029215677825645554
FL,green-acres,cheap,-0.025839030636545707
FL,boca-raton,cheap,-0.04535847968857245
FL,windermere,cheap,-0.0174129353233831
IL,downers-grove,cheap,-0.007584732955486535
IL,aurora,cheap,-0.004193500218419415
FL,brooksville,cheap,-0.03832639523740024
FL,winter-springs,cheap,-0.03190643760767313
FL,port-charlotte,cheap,-0.04386289622119934
CA,santa-cruz,cheap,-0.0371093759670177
FL,west-palm-beach,cheap,-0.0348307526766105
FL,coral-springs,cheap,-0.012290260605364787
FL,ocala,cheap,-0.020374028947898266
NY,great-neck,cheap,-0.031503251508451534
CA,brentwood,cheap,
FL,palm-coast,cheap,-0.027435339238615165
CA,lakeside,cheap,-0.00848309105963474
FL,sarasota,cheap,-0.034998450781090096
FL,venice,cheap,-0.028993643311552998
GA,duluth,cheap,-0.025803392123689123
IL,northbrook,cheap,-0.005772626059221516
FL,gainesville,cheap,-0.028640091101565124
GA,canton,cheap,-0.035813582750647194
FL,bradenton,cheap,-0.03232934846293384
CA,cupertino,cheap,
FL,lake-mary,cheap,-0.02224815635454958
MO,st-charles,cheap,-0.001236165897465066
CA,campbell,cheap,0.009337809779599693
FL,aventura,luxury,-0.07805342124279284
GA,dallas,luxury,-0.10851135453817601
FL,saint-cloud,luxury,-0.025290513652509148
TX,magnolia,luxury,
GA,cumming,luxury,-0.03475170938238048
FL,parrish,luxury,-0.03428079658416047
FL,tamarac,luxury,-0.1531947652040031
TX,kyle,luxury,
TX,liberty-hill,luxury,
FL,doral,luxury,-0.06994059785853035
TX,converse,luxury,
FL,poinciana,luxury,
TX,cleveland,luxury,
TX,pflugerville,luxury,
GA,griffin,luxury,0.0
TX,fulshear,luxury,
