state,city,facet,coefficient
TX,tomball,luxury,
TX,rosharon,luxury,
FL,orange-park,luxury,-0.051896503102086856
FL,coconut-creek,luxury,-0.043589743589743546
TX,bastrop,luxury,
GA,monroe,luxury,
FL,margate,luxury,
TX,royse-city,luxury,-0.014149856167578556
GA,villa-rica,luxury,
TX,midlothian,luxury,-0.47385031923619914
TX,cibolo,luxury,
GA,jonesboro,luxury,-0.1282051282051282
FL,north-miami,luxury,-0.08915427598818568
FL,summerfield,luxury,
TX,porter,luxury,
FL,green-cove-springs,luxury,-0.12291631909693257
GA,fairburn,luxury,
FL,middleburg,luxury,
TX,little-elm,luxury,-0.09294680299829572
TX,celina,luxury,-0.01666271323510333
GA,grovetown,luxury,
FL,weston,luxury,-0.06738340106129423
TX,hutto,luxury,
FL,palm-harbor,luxury,-0.043138421173150365
FL,labelle,luxury,-0.08571428571428574
FL,apollo-beach,luxury,-0.0687797116297761
TX,springtown,luxury,
TX,manor,luxury,
FL,land-o-lakes,luxury,-0.05626856383072858
TX,buda,luxury,
FL,royal-palm-beach,luxury,-0.039433771486349856
GA,hoschton,luxury,-0.03386482840293226
TX,burleson,luxury,-0.03289473684210528
TX,schertz,luxury,
TX,league-city,luxury,
TX,bulverde,luxury,
TX,aubrey,luxury,-0.028934707005308147
FL,miami-gardens,luxury,
FL,parkland,luxury,-0.053237486978118594
FL,riviera-beach,luxury,-0.04091598410316076
FL,oakland-park,luxury,-0.05896056535994021
FL,lauderdale-lakes,luxury,
FL,apopka,luxury,-0.05158790197574392
GA,jefferson,luxury,-0.09691056434861478
TX,dayton,luxury,
TX,melissa,luxury,-0.009627736400364776
TX,lago-vista,luxury,
TX,manvel,luxury,
FL,port-richey,luxury,
TX,copperas-cove,luxury,
GA,lilburn,luxury,
GA,senoia,luxury,
TX,rosenberg,luxury,
TX,dripping-springs,luxury,
FL,north-palm-beach,luxury,-0.06378448394980757
FL,sanibel,luxury,-0.08269957442135475
TX,mabank,luxury,0.0
GA,greensboro,luxury,-0.04158523445842416
TX,hockley,luxury,
TX,godley,luxury,0.0
GA,suwanee,luxury,-0.05892112309862391
FL,ruskin,luxury,-0.004054657093955294
FL,longboat-key,luxury,-0.030306110520731476
FL,auburndale,luxury,-0.047563670194208596
FL,nokomis,luxury,-0.012517926746160715
FL,lutz,luxury,-0.041834589511875256
TX,angleton,luxury,
FL,yulee,luxury,
GA,flowery-branch,luxury,-0.043206585143482544
TX,azle,luxury,-0.05641492265696085
GA,evans,luxury,-0.05440039795072894
GA,auburn,luxury,-0.04571428571428571
FL,jensen-beach,luxury,-0.06900909897431899
FL,weeki-wachee,luxury,
TX,lakeway,luxury,
TX,wylie,luxury,-0.03462577042064748
FL,lake-wales,luxury,-0.33333333333333337
GA,eatonton,luxury,-0.04968428099178481
TX,spicewood,luxury,
FL,palm-city,luxury,-0.03963678635341423
FL,wildwood,luxury,-0.1823899371069182
TX,rowlett,luxury,0.0
FL,dania-beach,luxury,-0.1325773899303311
GA,austell,luxury,
GA,cleveland,luxury,-0.14102429751305273
TX,alvin,luxury,
FL,san-antonio,luxury,
TX,jarrell,luxury,
TX,elgin,luxury,
TX,crosby,luxury,
GA,jasper,luxury,-0.05773717744878071
FL,pinellas-park,luxury,-0.05124605124605125
TX,aledo,luxury,-0.029829218298480065
FL,tavares,luxury,0.05769230769230771
FL,hobe-sound,luxury,-0.05246172030500297
TX,heartland,luxury,
GA,st-marys,luxury,
GA,braselton,luxury,-0.06474027517623077
GA,ellenwood,luxury,
GA,south-fulton,luxury,
FL,lighthouse-point,luxury,-0.07923635367056131
GA,statham,luxury,-0.04618890383991692
TX,argyle,luxury,-0.0150357055313304
TX,la-porte,luxury,
FL,pinecrest,luxury,-0.08252286579731197
GA,kingsland,luxury,
FL,odessa,luxury,-0.03452166556777132
GA,perry,luxury,
GA,east-point,luxury,
TX,trinity,luxury,
TX,la-vernia,luxury,
TX,dickinson,luxury,
TX,splendora,luxury,
TX,corsicana,luxury,-0.08384264918324258
GA,temple,luxury,
FL,palmetto-bay,luxury,-0.06518142137601936
FL,rotonda-west,luxury,
GA,bonaire,luxury,
TX,decatur,luxury,0.0
GA,thomaston,luxury,
GA,hartwell,luxury,
GA,forsyth,luxury,-0.16666666666666663
TX,horseshoe-bay,luxury,0.0
TX,the-colony,luxury,-0.007335064617929889
TX,fresno,luxury,
GA,calhoun,luxury,-0.1148389003842743
FL,holmes-beach,luxury,-0.07362524411714495
TX,fate,luxury,
TX,la-marque,luxury,
FL,wilton-manors,luxury,-0.04263429666909575
GA,commerce,luxury,
TX,von-ormy,luxury,
TX,iowa-colony,luxury,
TX,alvarado,luxury,-0.009219278795658759
GA,grayson,luxury,
FL,eustis,luxury,-0.03879476072228003
TX,sanger,luxury,0.0
FL,lauderdale-by-the-sea,luxury,-0.13339067397483667
TX,mineral-wells,luxury,-0.45925925925925926
FL,belleview,luxury,
TX,blanco,luxury,
FL,bay-harbor-islands,luxury,-0.08985062114660847
TX,van-alstyne,luxury,-0.007237758616657708
FL,highland-beach,luxury,-0.07952539685369085
TX,friendswood,luxury,
FL,ocklawaha,luxury,0.06106106106106113
GA,madison,luxury,-0.010011123470522798
GA,rockmart,luxury,-0.1407942238267148
TX,bandera,luxury,
FL,bartow,luxury,
GA,ball-ground,luxury,-0.018629343629343653
TX,stephenville,luxury,
FL,north-lauderdale,luxury,
FL,ave-maria,luxury,-0.004301537799763389
TX,floresville,luxury,
FL,surfside,luxury,-0.05589177064190588
TX,haslet,luxury,-0.0016503465727802924
FL,lantana,luxury,-0.1501143170836174
GA,hiram,luxury,
FL,palm-springs,luxury,
GA,norcross,luxury,
TX,desoto,luxury,
TX,rhome,luxury,
GA,college-park,luxury,
TX,whitney,luxury,0.0
TX,lancaster,luxury,
FL,st-pete-beach,luxury,-0.0621389580180884
GA,clayton,luxury,-0.10403209300421629
FL,altamonte-springs,luxury,
FL,arcadia,luxury,-0.07048008171603681
TX,wimberley,luxury,
GA,kathleen,luxury,
TX,ennis,luxury,-0.07563025210084029
TX,northlake,luxury,-0.09350608680729178
GA,monticello,luxury,6.250390649409354e-05
TX,mont-belvieu,luxury,
TX,kingwood,luxury,
GA,adairsville,luxury,
FL,lady-lake,luxury,-0.10555039737274252
TX,brownwood,luxury,0.0
TX,west-columbia,luxury,
TX,caddo-mills,luxury,
FL,port-orange,luxury,-0.05450875834379295
FL,treasure-island,luxury,-0.06218081991874978
FL,south-palm-beach,luxury,-0.13283656234475905
FL,juno-beach,luxury,-0.06936756479864083
GA,clarkesville,luxury,-0.08086177102726355
FL,tequesta,luxury,-0.06553407727739442
FL,newberry,luxury,-0.012335263142582835
TX,heath,luxury,-0.019295408802006742
FL,keystone-heights,luxury,
FL,miami-lakes,luxury,-0.06684458332949973
GA,forest-park,luxury,
GA,sharpsburg,luxury,-0.019705387352446202
TX,cedar-hill,luxury,-0.051860688876434205
FL,palatka,luxury,
GA,morrow,luxury,
FL,miami-shores,luxury,-0.05390659151517108
GA,bethlehem,luxury,
TX,lindale,luxury,-0.04347826086956519
GA,sugar-hill,luxury,
TX,bonham,luxury,
FL,fleming-island,luxury,-0.06985094659305287
TX,kaufman,luxury,0.0
TX,southlake,luxury,-0.014854279291235561
FL,anna-maria,luxury,-0.09382476202319653
TX,gainesville,luxury,-0.03553660270078185
TX,pottsboro,luxury,0.0
FL,gibsonton,luxury,-0.027669741082342436
TX,sealy,luxury,
TX,boyd,luxury,
FL,the-acreage,luxury,-0.03322242910060169
FL,mulberry,luxury,
GA,milton,luxury,-0.014678397754153437
GA,union-city,luxury,
FL,clewiston,luxury,
FL,oviedo,luxury,-0.032356381125384436
FL,florida-city,luxury,
GA,johns-creek,luxury,-0.0331150965876649
TX,joshua,luxury,0.0
FL,titusville,luxury,
FL,osprey,luxury,-0.04877705346997249
TX,pilot-point,luxury,-0.037899280575539575
TX,athens,luxury,
TX,sulphur-springs,luxury,0.0
FL,hypoluxo,luxury,-0.15212689257390055
GA,bremen,luxury,
GA,toccoa,luxury,
GA,rex,luxury,
FL,cooper-city,luxury,-0.036282816741190146
TX,bryan,luxury,
GA,dunwoody,luxury,-0.006860175322232043
TX,justin,luxury,-0.02684024917086969
FL,citrus-springs,luxury,
FL,madeira-beach,luxury,-0.020513792316896227
TX,quinlan,luxury,
TX,wills-point,luxury,-0.00011764705882355564
FL,bunnell,luxury,
FL,ellenton,luxury,-0.0614745898359344
FL,alva,luxury,-0.06129376997258182
FL,gulfport,luxury,0.06151660513047441
TX,lavon,luxury,
FL,southwest-ranches,luxury,-0.07704763164036017
FL,polk-city,luxury,
GA,cedartown,luxury,
FL,lake-worth,luxury,
FL,south-pasadena,luxury,0.005847953216374324
FL,hastings,luxury,
FL,frostproof,luxury,
TX,sachse,luxury,
FL,beverly-hills,luxury,
TX,red-oak,luxury,
FL,orange-city,luxury,
GA,winston,luxury,
GA,cornelia,luxury,-0.2376681614349776
GA,lithia-springs,luxury,
GA,watkinsville,luxury,-0.03560723389272702
TX,bertram,luxury,
TX,crandall,luxury,
GA,oxford,luxury,
TX,canton,luxury,
GA,byron,luxury,
FL,macclenny,luxury,-0.09668149796069703
TX,marble-falls,luxury,
TX,ferris,luxury,
TX,oak-point,luxury,-0.01571687840290381
TX,kempner,luxury,
FL,ocean-ridge,luxury,-0.10284567164456475
FL,alachua,luxury,
TX,corinth,luxury,-0.11904761904761907
GA,oakwood,luxury,-0.05882352941176472
TX,ponder,luxury,
TX,seagoville,luxury,
FL,seffner,luxury,-0.06386781424389476
TX,farmers-branch,luxury,0.0
TX,saginaw,luxury,
GA,stonecrest,luxury,
GA,waleska,luxury,-0.03158482142857144
TX,colleyville,luxury,-0.04496325634600575
GA,barnesville,luxury,
FL,lake-park,luxury,
FL,williston,luxury,-0.08764478764478767
FL,edgewater,luxury,
GA,lavonia,luxury,
FL,ocoee,luxury,
TX,glenn-heights,luxury,
FL,lake-alfred,luxury,
TX,comanche,luxury,
FL,hillsboro-beach,luxury,-0.06981710015723366
FL,crescent-city,luxury,
FL,maitland,luxury,-0.06329548241989912
FL,interlachen,luxury,
FL,bokeelia,luxury,-0.083963194216234
FL,atlantic-beach,luxury,-0.06194188495669538
FL,st-james-city,luxury,-0.413867047891351
TX,farmersville,luxury,-0.05263157894736842
FL,oldsmar,luxury,-0.0582559053538423
TX,krum,luxury,-0.04540763673890613
TX,benbrook,luxury,-0.05801283060866641
GA,grantville,luxury,
TX,kingsland,luxury,
TX,venus,luxury,
TX,paradise,luxury,
FL,bradenton-beach,luxury,-0.056833582873143024
FL,starke,luxury,
GA,lula,luxury,-0.04117647058823526
GA,social-circle,luxury,
FL,temple-terrace,luxury,0.048913043478260976
TX,glen-rose,luxury,-0.05358458785135278
GA,elberton,luxury,-0.07035175879396982
GA,williamson,luxury,
GA,morganton,luxury,-0.05901504873532748
TX,kemp,luxury,
TX,haltom-city,luxury,
TX,providence-village,luxury,-0.9746173728661562
TX,hillsboro,luxury,
FL,high-springs,luxury,
FL,cocoa,luxury,
FL,safety-harbor,luxury,-0.03020266651318071
GA,royston,luxury,
TX,duncanville,luxury,
FL,satsuma,luxury,
FL,fruitland-park,luxury,
GA,danielsville,luxury,
TX,lampasas,luxury,
FL,indian-rocks-beach,luxury,-0.054727286662875865
TX,mclendon-chisholm,luxury,-0.023471208284818357
TX,mount-pleasant,luxury,
TX,reno,luxury,-0.0444444444444444
TX,tuscola,luxury,-0.10256410256410253
FL,belleair,luxury,-0.02533718318714347
TX,bowie,luxury,-0.05173867228661744
FL,montverde,luxury,-0.03297982034304888
TX,grapevine,luxury,0.0
TX,ovilla,luxury,
FL,champions-gate,luxury,-0.027027027027026973
GA,summerville,luxury,-0.0714285714285714
FL,umatilla,luxury,-0.03703703703703709
GA,chattahoochee-hills,luxury,0.018128990750113965
FL,hawthorne,luxury,
FL,callahan,luxury,
TX,lucas,luxury,-0.035857459004561755
FL,howey-in-the-hills,luxury,-0.08256880733944949
GA,milner,luxury,
GA,maysville,luxury,
GA,eastman,luxury,
GA,thomson,luxury,
GA,chamblee,luxury,-0.0639269406392694
TX,white-settlement,luxury,
FL,casselberry,luxury,
FL,hernando,luxury,-0.05714285714285716
FL,minneola,luxury,
GA,palmetto,luxury,
GA,hull,luxury,
GA,talking-rock,luxury,
TX,coppell,luxury,-0.010356146032234639
FL,hilliard,luxury,
TX,watauga,luxury,
TX,whitesboro,luxury,0.0
TX,dublin,luxury,0.0011185682326622093
TX,nevada,luxury,0.0
FL,bushnell,luxury,0.08000000000000007
FL,lake-panasoffkee,luxury,
GA,bowdon,luxury,
TX,tolar,luxury,0.0
GA,bogart,luxury,0.0048136315228966
TX,new-fairview,luxury,
GA,hogansville,luxury,
GA,martinez,luxury,-0.10399999999999998
TX,lipan,luxury,
TX,valley-view,luxury,-0.021739130434782594
FL,west-park,luxury,
FL,hernando-beach,luxury,-0.011001222358039797
FL,fort-meade,luxury,
CA,oceanside,luxury,-0.022021982574216305
GA,lagrange,luxury,-0.11111111111111116
IL,oak-park,luxury,-0.010934675276678685
NY,orangetown,luxury,0.018820455223111533
IL,skokie,luxury,-0.02631578947368418
FL,zephyrhills,luxury,
GA,atlanta,luxury,-0.04020934813493772
MO,st-peters,luxury,
NY,forest-hills,luxury,-0.06232489993077979
GA,statesboro,luxury,
FL,lakewood-ranch,luxury,-0.03293187562464532
CA,san-carlos,luxury,-0.014626123760853874
FL,st-petersburg,luxury,-0.04160539828330369
CA,aptos,luxury,-0.028560002697585712
TX,anna,luxury,0.0
FL,plant-city,luxury,-0.0946463436381178
IL,plainfield,luxury,
CA,san-bruno,luxury,0.00490272246054121
TX,mesquite,luxury,
IL,crystal-lake,luxury,
CA,san-diego,luxury,-0.024500508278583917
FL,debary,luxury,-0.021874999999999978
FL,hollywood,luxury,-0.07337133523036188
NY,bayside,luxury,-0.04527497173982685
CA,antelope,luxury,
CA,palo-alto,luxury,-0.03422356078528164
CA,roseville,luxury,-0.039975045988322265
CA,danville,luxury,-0.026408663040261116
TX,north-richland-hills,luxury,-0.008196721311475419
FL,new-port-richey,luxury,-0.04121595903272504
FL,miramar,luxury,-0.04763703625206146
GA,douglasville,luxury,-0.06789719704243573
LA,shreveport,luxury,-0.024030519320698995
CA,carlsbad,luxury,-0.019072644320194402
FL,winter-park,luxury,-0.029920591355386394
FL,riverview,luxury,-0.01271370781282286
GA,covington,luxury,
GA,peachtree-corners,luxury,-0.04279601437196726
GA,acworth,luxury,-0.026842054616451245
GA,brookhaven,luxury,-0.028632781547733365
CA,folsom,luxury,-0.030706792468430222
TX,hurst,luxury,
TX,greenville,luxury,-0.022864321608040195
FL,mount-dora,luxury,-0.06249774998874996
NY,flushing,luxury,-0.05276472553401902
MO,wentzville,luxury,
TX,terrell,luxury,-0.05025125628140703
FL,dunnellon,luxury,-0.05942019607208726
FL,sunrise,luxury,
FL,port-saint-lucie,luxury,-0.08319100107989175
GA,dacula,luxury,-0.01872406048740155
FL,holiday,luxury,-0.17696287279367012
CA,san-leandro,luxury,-0.018610125844849123
GA,sandy-springs,luxury,-0.04655248681666084
FL,the-villages,luxury,-0.05626685806034895
FL,lake-worth-beach,luxury,-0.05189390251060884
GA,augusta,luxury,-0.029063509149623246
GA,jackson,luxury,
FL,valrico,luxury,-0.04528866147033558
FL,miami,luxury,-0.06476653159589311
FL,orlando,luxury,-0.03889948020261847
FL,wesley-chapel,luxury,-0.02615567201762715
CA,santee,luxury,-0.0032358524748838328
GA,marietta,luxury,-0.014746041771899247
FL,lithia,luxury,-0.025871815891464235
FL,largo,luxury,-0.07805704494565496
TX,rockwall,luxury,-0.029984398228931043
CA,escondido,luxury,-0.03002836136139368
NY,greenburgh,luxury,0.003196974428911143
CA,antioch,luxury,-0.03583296612762088
GA,fayetteville,luxury,-0.06687641177203815
GA,gainesville,luxury,-0.08240994583334992
GA,carrollton,luxury,-0.1452468154700205
CA,turlock,luxury,-0.03781979977753058
FL,lakeland,luxury,-0.03845880185502828
CA,los-angeles,luxury,-0.013306738752890797
FL,cutler-bay,luxury,-0.19521755256542817
GA,cartersville,luxury,-0.09999999999999998
FL,estero,luxury,-0.022987556338314178
TX,cleburne,luxury,
GA,winder,luxury,
CA,pacifica,luxury,0.01190396545380608
TX,sherman,luxury,-0.05660377358490565
FL,tarpon-springs,luxury,-0.06735283164802257
FL,miami-beach,luxury,-0.08578994255525789
CA,santa-clara,luxury,0.02031334993069649
FL,longwood,luxury,-0.05517660024809634
FL,wimauma,luxury,
FL,vero-beach,luxury,-0.05080649577311482
GA,riverdale,luxury,
TX,bedford,luxury,
IL,oak-lawn,luxury,
IL,bolingbrook,luxury,
CA,watsonville,luxury,-0.0451957183572456
LA,bossier-city,luxury,0.0
FL,coral-gables,luxury,-0.061056718701778485
CA,lodi,luxury,-0.03038835428614987
TX,crowley,luxury,-0.045226130653266305
FL,winter-haven,luxury,-0.04882094987833907
GA,hampton,luxury,
CA,oakland,luxury,0.0742066407539781
FL,lehigh-acres,luxury,
FL,seminole,luxury,-0.07001980999612005
GA,mableton,luxury,0.0010010010010010895
FL,north-miami-beach,luxury,-0.07288742133687834
TX,forney,luxury,-0.021570319240724778
FL,davenport,luxury,-0.03824115323387019
FL,groveland,luxury,-0.0593948205446709
IL,wheaton,luxury,-0.02038358480461235
CA,san-marcos,luxury,-0.02693465272591024
TX,flower-mound,luxury,-0.022695328663695533
GA,stone-mountain,luxury,-0.04828476180234431
FL,davie,luxury,-0.052969820301775626
TX,grand-prairie,luxury,-0.019598274246278358
FL,palmetto,luxury,-0.06013151111358986
FL,marco-island,luxury,-0.0610449386346921
FL,bonita-springs,luxury,-0.039212518773963125
GA,powder-springs,luxury,0.00033029194700273656
FL,lauderhill,luxury,
CA,lincoln,luxury,-0.03103771808639466
GA,locust-grove,luxury,
NY,newburgh,luxury,-0.44832760387182086
TX,dallas,luxury,-0.02243472136834549
CA,menlo-park,luxury,-0.0074867352921074975
GA,hephzibah,luxury,
FL,haines-city,luxury,
FL,tampa,luxury,-0.03552297410329028
NY,yonkers,luxury,-0.0586239084345615
TX,denison,luxury,
FL,brandon,luxury,-0.006331116634468422
FL,okeechobee,luxury,
TX,irving,luxury,-0.01689059925282724
TX,richardson,luxury,-0.013171759747102219
FL,ponte-vedra-beach,luxury,-0.05230466731485444
CA,modesto,luxury,-0.03351633872653437
CA,richmond,luxury,-0.00011211394034021433
CA,rocklin,luxury,-0.058367480121971974
NY,smithtown,luxury,-0.0320233793514073
FL,sun-city-center,luxury,
TX,fort-worth,luxury,-0.045461247667048524
CA,sacramento,luxury,-0.020117022222128755
NY,new-rochelle,luxury,-0.018055028305266722
CA,morgan-hill,luxury,-0.04908137949804053
GA,macon,luxury,
TX,allen,luxury,-0.010302770900921533
IL,yorkville,luxury,
TX,keller,luxury,-0.028318956692518594
GA,roswell,luxury,-0.034233714853876135
CA,los-gatos,luxury,-0.01885935015090987
CA,el-dorado-hills,luxury,-0.04323080451346979
TX,garland,luxury,
CA,yuba-city,luxury,-0.10526315789473684
CA,san-jose,luxury,-0.008464646671028662
CA,concord,luxury,-0.011856064004619821
FL,hialeah,luxury,-0.10402428696562027
CA,hayward,luxury,-0.019264538092448033
FL,st-johns,luxury,-0.01370884852438351
FL,englewood,luxury,-0.10275588220360231
NY,yorktown,luxury,0.03623388957720504
IL,tinley-park,luxury,
GA,loganville,luxury,
CA,dublin,luxury,-0.01222806340477814
FL,dade-city,luxury,-0.17440668980142665
GA,buford,luxury,-0.0407030090495171
IL,mount-prospect,luxury,
IL,mchenry,luxury,
FL,fort-lauderdale,luxury,-0.07002059695580214
MO,st-louis,luxury,-0.014684328129486914
TX,waxahachie,luxury,-0.017204105190253303
IL,chicago,luxury,-0.03736588306303682
CA,daly-city,luxury,0.006736877437479764
CA,grass-valley,luxury,-0.04760383402080681
GA,decatur,luxury,0.0038026133563491605
FL,green-acres,luxury,
FL,boca-raton,luxury,-0.06710893962880865
FL,windermere,luxury,-0.07332583413433201
IL,downers-grove,luxury,-0.02020328473375203
IL,aurora,luxury,-0.034034034034034044
FL,brooksville,luxury,-0.035562083654211596
FL,winter-springs,luxury,-0.043333333333333335
FL,port-charlotte,luxury,-0.052229554431259796
CA,santa-cruz,luxury,-0.02521313098019465
FL,west-palm-beach,luxury,-0.10075662010774597
FL,coral-springs,luxury,-0.04137474766954106
FL,ocala,luxury,-0.06800161459480408
NY,great-neck,luxury,-0.08828055907870122
CA,brentwood,luxury,-0.03335052850373527
FL,palm-coast,luxury,-0.05650968720949532
CA,lakeside,luxury,-0.04293616032454259
FL,sarasota,luxury,-0.04400685471721007
FL,venice,luxury,-0.039342672016831434
GA,duluth,luxury,-0.013499997941117267
IL,northbrook,luxury,-0.05356264937333269
FL,gainesville,luxury,-0.017337263873656528
GA,canton,luxury,-0.025557463616517034
FL,bradenton,luxury,-0.03446277004656995
CA,cupertino,luxury,0.010412943903361848
FL,lake-mary,luxury,-0.05741549470681557
MO,st-charles,luxury,
CA,campbell,luxury,0.01600139645746677
